SSN Prefix,Years Issued
375-23-####,1999-unknown
375-24-####,1936-1950
375-25-####,2000-unknown
375-26-####,1936-1950
375-27-####,2001-2002
375-28-####,1936-1950
375-29-####,2003-2005
375-30-####,1936-1950
375-31-####,2005-2006
375-32-####,1936-1950
375-33-####,2006-2008
375-34-####,1951-1952
375-35-####,2008-2010
375-36-####,1953-1954
375-37-####,2010-2011
375-38-####,1955-unknown
375-40-####,1956-1958
375-42-####,1959-unknown
375-44-####,1960-1961
375-46-####,1962-unknown
375-48-####,1963-unknown
375-50-####,1964-unknown
375-52-####,1965-unknown
375-54-####,1966-unknown
375-56-####,1967-unknown
375-58-####,1968-unknown
375-60-####,1969-unknown
375-62-####,1970-unknown
375-64-####,1971-unknown
375-66-####,1972-unknown
375-68-####,1973-unknown
375-70-####,1973-unknown
375-72-####,1974-unknown
375-74-####,1975-unknown
375-76-####,1976-unknown
375-78-####,1976-unknown
375-80-####,1977-unknown
375-82-####,1977-1978
375-84-####,1979-unknown
375-86-####,1980-unknown
375-88-####,1981-unknown
375-90-####,1982-unknown
375-92-####,1983-unknown
375-94-####,1984-unknown
375-96-####,1985-1986
375-98-####,1987-unknown
376-01-####,1936-1950
376-02-####,1987-unknown
376-03-####,1936-1950
376-04-####,1988-unknown
376-05-####,1936-1950
376-06-####,1989-1992
376-07-####,1936-1950
376-08-####,1989-1992
376-09-####,1936-1950
376-10-####,1936-1950
376-11-####,1989-1992
376-12-####,1936-1950
376-13-####,1989-1992
376-14-####,1936-1950
376-15-####,1993-unknown
376-16-####,1936-1950
376-17-####,1994-unknown
376-18-####,1936-1950
376-19-####,1996-unknown
376-20-####,1936-1950
376-21-####,1997-1998
376-22-####,1936-1950
376-23-####,1999-unknown
376-24-####,1936-1950
376-25-####,2000-unknown
376-26-####,1936-1950
376-27-####,2002-unknown
376-28-####,1936-1950
376-29-####,2003-2005
376-30-####,1936-1950
376-31-####,2005-2006
376-32-####,1951-unknown
376-33-####,2006-2008
376-34-####,1952-unknown
376-35-####,2008-2010
376-36-####,1953-1954
376-37-####,2010-2011
376-38-####,1955-unknown
376-40-####,1956-1958
376-42-####,1959-unknown
376-44-####,1960-1961
376-46-####,1962-unknown
376-48-####,1963-unknown
376-50-####,1964-unknown
376-52-####,1965-unknown
376-54-####,1966-unknown
376-56-####,1967-unknown
376-58-####,1968-unknown
376-60-####,1969-unknown
376-62-####,1970-unknown
376-64-####,1971-unknown
376-66-####,1972-unknown
376-68-####,1973-unknown
376-70-####,1973-unknown
376-72-####,1974-unknown
376-74-####,1975-unknown
376-76-####,1976-unknown
376-78-####,1976-unknown
376-80-####,1977-unknown
376-82-####,1977-1978
376-84-####,1979-unknown
376-86-####,1980-unknown
376-88-####,1981-unknown
376-90-####,1982-unknown
376-92-####,1983-unknown
376-94-####,1984-unknown
376-96-####,1985-1986
376-98-####,1987-unknown
377-01-####,1936-1950
377-02-####,1987-unknown
377-03-####,1936-1950
377-04-####,1988-unknown
377-05-####,1936-1950
377-06-####,1989-1992
377-07-####,1936-1950
377-08-####,1989-1992
377-09-####,1936-1950
377-10-####,1936-1950
377-11-####,1989-1992
377-12-####,1936-1950
377-13-####,1989-1992
377-14-####,1936-1950
377-15-####,1993-unknown
377-16-####,1936-1950
377-17-####,1994-unknown
377-18-####,1936-1950
377-19-####,1996-unknown
377-20-####,1936-1950
377-21-####,1997-1998
377-22-####,1936-1950
377-23-####,1999-unknown
377-24-####,1936-1950
377-25-####,2000-unknown
377-26-####,1936-1950
377-27-####,2002-unknown
377-28-####,1936-1950
377-29-####,2003-2005
377-30-####,1936-1950
377-31-####,2005-2006
377-32-####,1951-unknown
377-33-####,2006-2008
377-34-####,1952-unknown
377-35-####,2008-2010
377-36-####,1953-1954
377-37-####,2010-2011
377-38-####,1955-1956
377-40-####,1957-1958
377-42-####,1959-1960
