SSN Prefix,Years Issued
151-46-####,1968-1969
151-48-####,1970-unknown
151-50-####,1971-unknown
151-52-####,1972-unknown
151-54-####,1973-unknown
151-56-####,1973-unknown
151-58-####,1974-unknown
151-60-####,1975-unknown
151-62-####,1976-unknown
151-64-####,1977-unknown
151-66-####,1978-unknown
151-68-####,1979-unknown
151-70-####,1980-unknown
151-72-####,1981-1982
151-74-####,1983-unknown
151-76-####,1984-unknown
151-78-####,1985-1986
151-80-####,1987-unknown
151-82-####,1987-unknown
151-84-####,1988-unknown
151-86-####,1989-1992
151-88-####,1989-1992
151-90-####,1989-1992
151-92-####,1989-1992
151-94-####,1993-unknown
151-96-####,1994-unknown
151-98-####,1996-unknown
152-01-####,1936-1950
152-02-####,1997-1998
152-03-####,1936-1950
152-04-####,1998-unknown
152-05-####,1936-1950
152-06-####,2000-unknown
152-07-####,1936-1950
152-08-####,2001-unknown
152-09-####,1936-1950
152-10-####,1936-1950
152-11-####,2002-2004
152-12-####,1936-1950
152-13-####,2004-2005
152-14-####,1936-1950
152-15-####,2005-2006
152-16-####,1936-1950
152-17-####,2006-2008
152-18-####,1936-1950
152-19-####,2008-2009
152-20-####,1936-1950
152-21-####,2009-2010
152-22-####,1936-1950
152-23-####,2010-2011
152-24-####,1936-1950
152-26-####,1951-1952
152-28-####,1953-1955
152-30-####,1956-1957
152-32-####,1958-1959
152-34-####,1960-1961
152-36-####,1962-unknown
152-38-####,1963-1964
152-40-####,1965-unknown
152-42-####,1966-unknown
152-44-####,1967-unknown
152-46-####,1968-1969
152-48-####,1970-unknown
152-50-####,1971-unknown
152-52-####,1972-unknown
152-54-####,1973-unknown
152-56-####,1973-unknown
152-58-####,1974-unknown
152-60-####,1975-unknown
152-62-####,1976-unknown
152-64-####,1977-unknown
152-66-####,1978-unknown
152-68-####,1979-unknown
152-70-####,1980-unknown
152-72-####,1981-1982
152-74-####,1983-unknown
152-76-####,1984-unknown
152-78-####,1985-1986
152-80-####,1987-unknown
152-82-####,1987-unknown
152-84-####,1988-unknown
152-86-####,1989-1992
152-88-####,1989-1992
152-90-####,1989-1992
152-92-####,1989-1992
152-94-####,1993-unknown
152-96-####,1994-unknown
152-98-####,1996-unknown
153-01-####,1936-1950
153-02-####,1997-1998
153-03-####,1936-1950
153-04-####,1998-unknown
153-05-####,1936-1950
153-06-####,2000-unknown
153-07-####,1936-1950
153-08-####,2001-unknown
153-09-####,1936-1950
153-10-####,1936-1950
153-11-####,2002-2004
153-12-####,1936-1950
153-13-####,2004-2005
153-14-####,1936-1950
153-15-####,2005-2006
